	BFH12_S130	BH09_S83	BFH35_S153	BSE93_S121	BH47_S108	BH52_S112	BH36_S101	BFH33_S151	BFH9_S127	FH6_S167	BH10_S84	BFH15_S133	BFH22_S140	BFH31_S149	BH50_S111	BH30_S94	BFH32_S150	BFH6_S125	BFH8_S126	BSE100_S122	BFH20_S138	BFH21_S139	BFH14_S132	BFH24_S142	FH1_S162	BH34.B_S99	BH34.A_S98	BH06_S81	BSE79_S120	BH20_S88	BFH17_S135	BH31_S95	BH11_S85	BFH36_S154	BH22_S89	BFH38.B_S157	BH45_S106	BH61_S116	FH5_S166	BFH25_S143	BFH41_S160	BFH18_S136	BH59_S114	BH13_S86	BH03_S78	BH38_S103	BFH40_S159	BH33_S97	BH32_S96	BFH13_S131	BFH4_S124	BFH10_S128	BFH39_S158	BFH19_S137	BH37_S102	FH8_S169	BH04_S79	BH25_S91	BH01_S76	BFH23_S141	BH58_S113	BFH38.A_S156	BH14_S87	BSE74_S119	BH05_S80	BFH1_S123	FH3_S164	BH63_S118	BH48_S109	BFH34_S152	BFH28_S146	BH07_S82	BFH11_S129	BH44_S105	FH10_S171	FH9_S170	BFH27_S145	BFH29_S147	FH7_S168	BFH16_S134	FH4_S165	BH02_S77	BH29_S93	BH39_S104	BH60_S115	BH62_S117	BH27_S92	BFH26_S144	BH35_S100	BFH37_S155	FH2_S163	BFH42_S161	BH46_S107	BH24_S90	BH49_S110	BFH30_S148
ADC-7_ARO:3003853_AAT70411.1	0	0	0	7	0	0	1	14	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
APH(6)-Ia_ARO:3002657_CAA68516.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_ARO:3004574_ACJ41547.2	0	17	4	108	1	0	10	246	0	0	14	0	0	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	4	1	0	0	53	9	0	0	0	0	0	0	1	0	0	0	0	11	1	0	0	0	0	10	0	1	3	0	3	1	2	0	0	3	15	6	0	0	0	0	1	3	40	0	0	0	0	1	0	6	0	0	2	4	9	0	0	0	0	36	10
aadA3_ARO:3002603_AAC14728.1	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	1	0	0	0	60	3	0	0	0	16	0	4	0	0	0	0	0	0	1
CMY-38_ARO:3002049_CAP60699.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rphB_ARO:3003992_APB03222.1	1	0	0	1	8	1	16	7	0	0	0	3	1	31	25	0	0	11	0	3	2	4	0	0	3	0	3	0	1	0	1	1	1	1	0	2	68	12	0	3	1	3	4	0	0	16	0	0	3	2	13	0	1	1	3	0	6	0	30	0	12	0	2	0	1	8	2	0	2	1	5	0	0	70	0	0	2	1	0	0	1	0	0	4	1	12	3	0	15	0	7	0	5	0	7	0
lsaA_ARO:3000300_AAO43110.1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	5	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	234	0	2	0	0	0	0	0	0	0	3	0	0	0	0	7
OKP-A-9_ARO:3002426_CAJ19607.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADC-22_ARO:3003866_CAK95239.1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANT(2'')-Ia_ARO:3000230_AAC64365.1	47	13	543	151	316	429	1309	342	21	8	42	106	279	562	269	521	228	203	61	24	415	91	7	3	490	311	236	54	1	2	123	253	3	204	5	279	296	105	2	412	274	95	830	213	375	2181	125	98	456	23	5	23	330	392	1063	2	3	2	1087	162	867	364	19	1	398	93	68	4	818	144	783	23	47	269	0	35	6	557	5	283	4	577	821	213	1241	91	395	935	2037	706	407	7	328	2	957	175
OXA-300_ARO:3001755_ENV20093.1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
golS_ARO:3000504_AAL19308.1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CTX-M-112_ARO:3001972_AEM44652.1	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	16	0	0	0	0	0	0
ADC-5_ARO:3003851_CAE00827.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lnuC_ARO:3002837_AAY32951.1	12	0	7	1	127	3	122	28	1	15	1	11	14	15	536	282	5	12	24	0	22	1	2	0	6	112	101	21	0	0	2	193	0	0	8	3	93	215	1	4	28	41	16	24	20	74	14	69	13	0	6	11	15	10	104	14	0	0	0	5	26	4	13	2	14	28	7	1	43	0	0	7	2	79	0	1	0	6	4	10	10	8	315	48	8	122	107	8	121	1	0	16	27	0	200	17
CMY-110_ARO:3002071_BAO05497.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vanRM_ARO:3002928_ACL82957.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mdtF_ARO:3000796_AAC76539.1	3	11	110	10	12	2	70	329	27	86	26	5	94	262	21	6	22	19	5	1	9	14	5	2	172	45	51	8	2	23	1	25	4	52	36	75	6	26	1001	44	288	5	3	8	1	15	212	10	3	1	4	5	846	1332	11	568	1	97	24	12	15	95	1	2	4	22	22	3	39	46	263	4	12	6	1	48	2	180	818	65	227	103	11	25	20	10	38	23	3	337	80	7	9	7	19	1078
OXA-459_ARO:3003615_ALC76101.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXA-415_ARO:3001606_AIG94927.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAP-2_ARO:3004826_ABV89601.1	0	3	3	0	1	0	0	10	0	0	1	0	1	558	0	3	21	0	0	0	1	0	1	0	30	0	1	0	0	1	0	1	0	7	0	4	0	3	0	2	55	0	0	5	0	0	16	0	0	0	1	1	1	39	0	0	0	0	3	1	0	1	0	0	1	0	0	0	3	7	0	0	0	1	0	0	0	3	1	0	7	94	7	0	0	4	0	1	1	4	0	0	2	0	3	122
AAC(6')-Iai_ARO:3002575_ACI28880.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
vatF_ARO:3003744_AAF63432	0	0	3	0	1	0	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	1	0	0	0	0	3	0	2	0	0	3	1	0	2	2	0	0	2	3	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	7	0	0	0	0	0	0	9	0	2	0	0	1	1	0	0	0	1	2	1	0	2	0	2	0	0	0	0
AAC(6')-Ib8_ARO:3002579_AIK02012.1	0	0	86	2	0	0	3	13	0	0	0	3	0	14	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	18	0	4	2	0	0	4	2	1	0	6	0	18	1	0	0	2	0	0	1	32	2	12	0	0	1	2	1	5	0	0	5	0	1	0	13	5	3	0	0	0	0	18	0	1	12	1	0	1	0	0	0	0	0	0	3	3	2	0	0	0	1	3
OXA-233_ARO:3001495_AID67109.1	18	0	2	1	2	0	12	1	0	1	0	2	2	1	3	3	8	7	0	0	3	3	2	0	4	2	6	1	0	0	2	2	1	0	0	0	0	0	0	3	2	1	3	0	9	1	5	0	2	0	0	3	4	0	0	1	0	0	1	6	0	0	0	0	0	0	0	0	3	1	126	0	33	0	0	1	0	0	0	3	9	1	5	0	0	0	11	3	5	2	1	0	0	0	5	2
OXA-276_ARO:3001732_ENV13583.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMY-85_ARO:3002098_AHL39322.1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OXA-85_ARO:3001780_AAP69916.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PER-7_ARO:3002369_AEI54993.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAC(6')-I30_ARO:3002588_AAP43642.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0
OXA-47_ARO:3001781_AAP69225.1	1	0	8	1	18	0	6	6	0	0	4	0	0	16	8	23	12	0	0	0	4	0	0	0	0	6	12	0	0	0	0	16	0	2	0	20	17	11	0	5	12	1	145	22	0	1	23	5	4	1	0	0	8	4	2	0	0	0	0	7	143	31	0	1	9	1	5	0	64	4	2	2	4	13	0	8	0	7	0	8	0	1	29	6	135	0	41	0	10	1	0	9	0	1	32	7
QnrD2_ARO:3002789_AHY03238.1	0	2	1	0	0	0	0	7	1	0	0	0	1	2	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	1	33	0	0	0	0	6	2	0	0	0	0	6	1	1	1	0	0	2	371	0	0	0	1	0	0	0	33	0	0	0	0	0	0	11	3	0	3	1	0	0	0	4	812	0	0	1	0	0	7	0	0	1	28	0	0	0	12	2	0	0	416
CMY-37_ARO:3002048_BAF36388.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
catI_ARO:3002683_CAA23899.1	0	0	51	5	15	0	43	13	1	0	1	1	33	18	25	22	8	1	33	0	11	4	1	0	3	15	17	0	1	0	0	13	0	62	3	71	2	65	32	24	62	3	12	13	7	12	27	6	17	0	1	1	34	1241	6	7	0	11	4	77	16	79	0	0	0	1	0	1	27	9	32	5	9	12	2	0	1	32	4	1	4	94	47	4	19	38	219	36	14	838	2	1	0	0	17	64
QnrS7_ARO:3002796_AHE41344.1	0	0	1	0	0	0	1	5	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	2	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	6
Pseudomonas_ARO:3002679_NP_249397.1	0	2	29	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	7	1	2	0	0	0	0	3	3	4	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	1	1	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	4	1	0	0	1	0	1	0	2	6
Bacillus_ARO:3002672_AAA22289.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEM-178_ARO:3001043_CAA65888.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTX-M-66_ARO:3001927_ABQ45409.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
blaF_ARO:3003562_AAA19882.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACT-6_ARO:3001825_ACJ05686.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADC-18_ARO:3003862_CAK95243.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CMY-99_ARO:3002070_AGU59995.1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCR-5_ARO:3004332_ASK40551.1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	3
plasmid-encoded_ARO:3002689_BAA03718.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACT-2_ARO:3001822_CAJ28994.1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sul3_ARO:3000413_ACJ63260.1	9	1	4	1	13	0	54	6	0	0	0	2	6	1	59	56	2	5	0	0	36	2	1	0	0	49	42	3	0	1	0	45	0	0	0	0	31	12	0	2	4	13	9	14	24	43	2	19	26	0	1	6	1	367	38	1	0	0	0	5	16	4	27	1	17	6	0	1	35	0	0	4	14	34	0	1	0	2	1	9	2	0	84	38	7	7	659	7	92	0	5	1	203	0	6	7
CMY-8_ARO:3002019_AAD50818.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXA-377_ARO:3001563_AHL30277.1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
smeE_ARO:3003056_CAC14595.1	41	25	306	16	45	91	150	90	90	6	126	50	166	330	86	98	38	56	91	4	96	20	12	2	29	105	81	42	11	1	7	60	15	142	2	49	105	50	271	80	67	55	88	144	36	89	35	27	186	147	33	59	28	135	40	19	4	3	33	185	114	53	118	12	160	84	18	0	223	47	119	102	39	131	0	73	4	79	67	23	136	510	161	47	129	18	144	334	92	385	46	61	72	0	117	55
TEM-211_ARO:3001388_AHA80960.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
QnrVC7_ARO:3003193_AJA36815.1	0	0	8	0	1	1	36	22	0	0	0	2	1	20	0	44	2	1	0	0	2	0	0	0	0	4	4	0	0	0	0	11	1	0	0	1	2	0	0	1	12	1	5	7	2	5	10	6	3	0	0	0	61	3	8	0	1	0	2	3	4	1	0	0	5	0	0	0	196	0	2	3	1	2	0	0	0	4	0	0	0	206	145	0	9	0	6	2	11	5	0	1	0	0	6	15
SAT-1_ARO:3002895_BAD95494.1	0	0	9	0	0	0	1	4	0	2	1	0	1	14	3	0	2	0	0	0	0	0	0	1	3	1	1	2	0	0	0	0	0	18	0	3	0	0	0	0	12	0	2	1	0	0	16	0	0	0	0	0	32	14	0	0	0	4	0	1	0	1	0	0	0	0	3	0	0	2	2	0	0	0	0	5	0	5	0	0	7	0	2	1	0	0	2	0	0	4	6	0	0	0	0	4
OXA-275_ARO:3001731_ENV18923.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	4	0	0	0	0	37	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
VEB-4_ARO:3002373_ABM54868.1	0	0	9	0	0	1	9	3	0	0	0	0	3	8	4	6	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	3	0	3	0	0	4	1	0	3	6	1	5	8	0	7	2	0	1	1	0	0	2	1	0	0	0	0	1	2	7	1	1	0	5	0	0	0	8	0	1	0	0	4	0	0	0	2	0	0	0	6	7	0	11	0	5	11	0	13	0	0	0	0	4	4
VIM-5_ARO:3002275_AAN52134.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
QnrB65_ARO:3002777_AGL43626.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AAC(6')-Ib11_ARO:3002582_AAN41403.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
arr-1_ARO:3002846_AAC05822.1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTX-M-139_ARO:3001997_AFY98865.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARB-10_ARO:3002249_ACJ61335.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
