"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Class"	"Cluster_name"	"Gene"	"n"
"130"	"sp1890"	8.9799251997365	2.51685191591839	0.740266396418194	3.39992728036322	0.000674037766571096	0.00182340852459695	"Betalactam"	"blaVIM-48_1_clust"	"blaVIM-48_1_KY362199"	12
"297"	"sp2751"	1.87089866420963	2.50730856788554	0.631774687483098	3.96867525331588	7.22732949144831e-05	0.000243337424604159	"Quinolone"	"qnrB1_1_clust"	"qnrB77_1_KM985470"	3
"170"	"sp2102"	5.80836359194304	2.49884195312534	0.67737971720004	3.68898254505515	0.000225152663812418	0.000719259021598715	"Betalactam"	"blaCMY-1_1_clust"	"blaCMY-8b_1_DQ094251"	12
"187"	"sp2165"	3.43749098002012	2.47937909431323	0.568128772498839	4.36411464148878	1.27638632258443e-05	4.79798232104027e-05	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-232_1_MH079593"	10
"213"	"sp2357"	4.96142649006113	2.46431313506426	0.723789903283025	3.40473544033487	0.000662281819579152	0.00180202262536653	"Fosfomycin"	"fosA7_1"	"fosA7_1_LAPJ01000014"	6
"214"	"sp2362"	2.91823204344011	2.46325359183225	0.683973399220605	3.60138799935663	0.000316522778705664	0.00097136170776558	"Fosfomycin"	"fosA_2"	"fosA_2_AGDM01000012"	3
"387"	"sp2920"	124.061302005339	2.44556421134899	0.749182241971103	3.26431150438736	0.00109730450020377	0.00270996573137394	"Tetracycline"	"tet(O/32/O)_4_clust"	"tet(O)_3_Y07780"	32
"290"	"sp2691"	1.61539035373	2.43998298799951	0.630586862089644	3.86938443327835	0.000109110484601807	0.000360874252958627	"Quinolone"	"qnrB1_1_clust"	"qnrB17_1_JN173051"	2
"29"	"sp1332"	5.84950594036983	2.42850033747495	0.638232509009371	3.80504017453504	0.000141781176590086	0.000460788823917781	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-95_1_AJ308558"	12
"113"	"sp174"	33.2867986424354	2.39092184645691	0.651220047703117	3.67145000355841	0.000241178262095258	0.000762644774733653	"Aminoglycoside"	"aadA10_1"	"aadA10_1_U37105"	26
"216"	"sp2364"	4.50149762679513	2.38138695278362	0.704766439284645	3.37897325985157	0.000727570845815155	0.00195691468874421	"Fosfomycin"	"fosA5_1_clust"	"fosA_6_ACZD01000244"	7
"448"	"sp33"	40.3486257991295	2.36131367307993	0.66267482146167	3.56330676314449	0.000366212300181237	0.00110130548844893	"Aminoglycoside"	"aac(6')-Ib_2_clust"	"aadA10_2_AM087405"	28
"418"	"sp3010"	1.83838360670037	2.34258399816578	0.636750265254712	3.67896823290479	0.000234179432026708	0.000745550844819723	"Trimethoprim"	"dfrB1_1_clust"	"dfrB1_1_U36276"	2
"106"	"sp169"	47.6069369241164	2.33145485695524	0.553280353332892	4.21387609899909	2.51025028179787e-05	9.25037111717641e-05	"Aminoglycoside"	"aac(6')-Ib_2_clust"	"aadA6_1_AF140629"	32
"420"	"sp3019"	10.1669001297107	2.30819924565904	0.674205343304793	3.42358491901711	0.000618009392429786	0.00169635422672809	"Trimethoprim"	"dfrG_1"	"dfrG_1_AB205645"	17
"522"	"sp74"	35.3663600318882	2.29301473436622	0.874591512065361	2.62181224346808	0.0087463601362389	0.0172715460048062	"Aminoglycoside"	"aph(3')-IIIa_1_clust"	"aph(3')-IIIa_2_AJ490186"	20
"27"	"sp1305"	5.73381706830126	2.28293320406568	0.583561605167643	3.91206889529657	9.15087959568893e-05	0.000305900832198744	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-55_1_DQ286729"	17
"239"	"sp2476"	2.01391784796039	2.28223501118916	0.634270187387158	3.59820634261671	0.000320419366254808	0.000976913768125409	"Macrolide"	"erm(42)_1_clust"	"erm(42)_2_AB601890"	4
"306"	"sp2784"	36.4765820585827	2.27874309004362	0.724605607243545	3.14480465961634	0.00166197761933621	0.00386007705136151	"Quinolone"	"oqxA_1"	"oqxA_1_EU370913"	26
"30"	"sp1333"	5.20583573621731	2.27281131126541	0.675490660947205	3.36468206396571	0.000766319070869754	0.00203150273676036	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-96_1_AY092401"	9
"112"	"sp1728"	1.96827705122354	2.25666098505411	0.670806047672287	3.36410351827444	0.000767927337369406	0.00203150273676036	"Betalactam"	"blaOXA-496_1_clust"	"blaOXA-283_1_AYHO01000005"	2
"524"	"sp803"	1.83358498866138	2.25455211009138	0.642154883531108	3.51091639713764	0.000446564817007947	0.00127824057712366	"Betalactam"	"blaMIR-2_1_clust"	"blaMIR-5_1_FJ237367"	2
"24"	"sp1295"	6.00721514125757	2.25364919374143	0.674703288593967	3.34020780962528	0.000837157216863306	0.00218267174090266	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-34_1_KC292503"	11
"371"	"sp2885"	4.47203469444696	2.23959946455817	0.648979779926925	3.4509541496198	0.000558608460072169	0.00156742292145245	"Tetracycline"	"tetB(46)_1"	"tetB(46)_1_HQ652506"	11
"174"	"sp2134"	4.59647957784212	2.22388973428064	0.635416182675271	3.49989470667472	0.000465441967263676	0.00132821244316707	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-40_1_FR717535"	11
"72"	"sp1518"	348.623701684785	2.22357853629987	0.935709625670745	2.37635530863107	0.0174846172812417	0.0312320644565692	"Betalactam"	"cfxA6_1"	"cfxA6_1_GQ342996"	28
"49"	"sp1415"	7.68959645953855	2.22296101899284	0.624967681982835	3.55692155463151	0.000375226143048529	0.0011132858648217	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-206_1_KC783461"	17
"190"	"sp2202"	9.26197287652239	2.2117907288608	0.628050946780754	3.52167406194981	0.000428831039416035	0.00123884522497966	"Betalactam"	"blaOXA-20_1_clust"	"blaOXA-20_2_AF024602"	18
"28"	"sp1314"	4.82219415661912	2.20577385821786	0.53022144543724	4.16009928907891	3.18109273240998e-05	0.000113213034126834	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-76_1_AF190694"	17
"22"	"sp1274"	6.93795552426197	2.20508041363236	0.650477932854527	3.3899388468963	0.000699082165274111	0.00188570866483161	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-1C_1_FJ560503"	16
"50"	"sp1418"	6.53140095098547	2.17556760373239	0.66774717716562	3.25807083598166	0.00112172402309149	0.00276298338319377	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-209_1_KF240808"	13
"390"	"sp2948"	12.2000279200219	2.14878850378414	0.813952472613419	2.63994345626209	0.00829198605775824	0.0165486118338203	"Tetracycline"	"tet(S)_3_clust"	"tet(S)_3_X92946"	17
"289"	"sp2682"	1.763388128995	2.14370606574483	0.623978486066268	3.43554483626405	0.000591363599609216	0.00164248168912233	"Quinolone"	"qnrB1_1_clust"	"qnrB9_1_EF526508"	4
"451"	"sp361"	22.363089322875	2.14084460650623	0.640717152182556	3.34132557434056	0.000833793877591695	0.00217997505426209	"Betalactam"	"blaOXA-464_1_clust"	"blaOXA-464_1_KU721146"	25
"205"	"sp2296"	1.91083971922341	2.14067290772682	0.605405578322127	3.5359319180039	0.000406339398742092	0.0011922685806351	"Polymyxin"	"mcr-3.1_1_clust"	"mcr-3.10_1_MG214531"	5
"178"	"sp2148"	3.7512161144282	2.14062100741822	0.60098905320689	3.5618302795963	0.000368278437910806	0.00110130548844893	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-196_1_JQ034306"	10
"389"	"sp2947"	12.9020036493875	2.13931344595884	0.802397162540849	2.66615280540693	0.00767248107419514	0.0154439619041864	"Tetracycline"	"tet(S)_3_clust"	"tet(S)_2_L09756"	17
"23"	"sp1292"	3.78970395204712	2.13423671538935	0.596748268097213	3.5764439203059	0.00034829999283695	0.0010584701081019	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-29_1_DQ269440"	10
"48"	"sp1413"	6.80621146239049	2.12561106991978	0.642017817268288	3.31082878503903	0.000930201044014478	0.002365946133689	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-201_1_JX310327"	14
"258"	"sp2540"	1.66374100921863	2.12440578232157	0.620160031117753	3.42557674749309	0.000613495581433359	0.00169030519160645	"Lincosamide"	"lsa(A)_1_clust"	"lsa(A)_1_AY225127"	4
"521"	"sp73"	45.6394358871037	2.08793325495553	0.773356632682343	2.6998323499388	0.00693744253772353	0.0140855666275688	"Aminoglycoside"	"aph(3')-IIIa_1_clust"	"aph(3')-IIIa_1_AF330699"	26
"542"	"sp876"	5.51549536152811	2.08185243270792	0.686346676291805	3.03323743615363	0.00241945153296879	0.00544376594917978	"Betalactam"	"blaOXA-20_1_clust"	"blaOXA-20_1_AY307114"	11
"36"	"sp1359"	4.78938795844012	2.07530220961809	0.623418346162248	3.32890782312329	0.000871872546992684	0.00225434448614683	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-127_1_AY368236"	12
"99"	"sp162"	202.180984214811	2.06650843269355	0.493312772655219	4.18904303160593	2.80133281060017e-05	0.000101629748477588	"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA1b_1_M95287"	31
"46"	"sp1403"	5.03557889169846	2.05875812791552	0.64183599303529	3.20760778494128	0.00133843895626619	0.00324554109602372	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-186_1_JN227084"	12
"38"	"sp1372"	3.67531554793701	2.04995810001709	0.594085235618884	3.45061276919559	0.000559315444193501	0.00156742292145245	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-143_1_DQ075245"	11
"401"	"sp2973"	33.7434492730988	2.03783788680432	0.605785278543058	3.36396072830527	0.000768324753005522	0.00203150273676036	"Tetracycline"	"tet(W)_1_clust"	"tet(O/W)_4_AM889121"	30
"43"	"sp1391"	8.25756624069891	2.02237436964812	0.592724087006631	3.41199963689934	0.000644881991399239	0.0017597945887746	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-164_1_EU274580"	20
"204"	"sp2294"	1.90556468230339	1.99124778791536	0.625655385805809	3.18265906933854	0.00145929332688399	0.00348360198010739	"Polymyxin"	"mcr-3.1_1_clust"	"mcr-3.8_1_MF598078"	4
"179"	"sp2151"	4.88986500123896	1.95957115322635	0.617514463829565	3.17332025079043	0.00150706188312276	0.00358022822995662	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-213_1_LJEE02000034"	12
"206"	"sp2303"	2.14908316913659	1.95139342369039	0.593580262803489	3.28749715240518	0.00101082211362211	0.00253654021005441	"Polymyxin"	"mcr-3.17_1"	"mcr-3.17_1_MH332767"	8
"523"	"sp75"	22.5694496541526	1.94574341225883	0.852357117569707	2.28277956756747	0.0224433561156214	0.0387751853067999	"Aminoglycoside"	"aph(3')-IIIa_1_clust"	"aph(3')-IIIa_3_AB247327"	18
"32"	"sp1335"	4.55336950466898	1.94507053330915	0.63415605934712	3.0671796076689	0.00216088974225016	0.00489731912529334	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-98_1_AF397068"	12
"388"	"sp2946"	12.5559452147949	1.94334210543536	0.791766090923837	2.45443967317148	0.0141104338102417	0.0260273705580679	"Tetracycline"	"tet(S)_3_clust"	"tet(S)_1_DQ377340"	18
"20"	"sp1272"	5.48006460689855	1.94219938062735	0.711251638631606	2.73067825103924	0.00632041432859698	0.0129439033921011	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-1A_1_HM749966"	10
"182"	"sp2154"	4.96395633361667	1.9414091186068	0.599528238450297	3.23822798343093	0.00120274654599764	0.00294704389281097	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-216_1_KF944358"	14
"259"	"sp2546"	7.47535379319932	1.93130899657105	0.770873394692027	2.50535173462905	0.0122329674069509	0.0230847933324718	"Macrolide"	"mph(F)_1"	"mph(F)_1_AM260957"	11
"474"	"sp517"	2.87658687801013	1.90640548860142	0.679061246897423	2.80741317121486	0.00499411412443453	0.0104108926959259	"Betalactam"	"blaCMY-1_1_clust"	"blaCMY-9_1_AB061794"	8
"21"	"sp1273"	5.25387069623032	1.89625941332382	0.59593497208723	3.18199048913386	0.00146266621600663	0.00348360198010739	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-1B_1_AY458016"	15
"444"	"sp3099"	4.07575402034767	1.8961782905264	0.690698042671469	2.74530717242573	0.00604542829872356	0.0124363096430885	"Trimethoprim"	"dfrA7_5_clust"	"dfrA17_8_AM932673"	6
"208"	"sp2307"	1.84422605983031	1.87054718432371	0.624113902387469	2.99712468696526	0.00272539216758943	0.00598818560766128	"Polymyxin"	"mcr-3.1_1_clust"	"mcr-3.21_1_NG060582"	5
"132"	"sp193"	90.9004233145784	1.85156176431375	0.782754850154714	2.36544272315627	0.0180085286559143	0.0321066339465444	"Aminoglycoside"	"ant(6)-Ia_5_clust"	"ant(6)-Ia_1_AF330699"	29
"415"	"sp3003"	7.99808934122721	1.85027049045824	0.760013319216939	2.4345237690895	0.0149114004695041	0.0272067657689197	"Trimethoprim"	"dfrA23_1"	"dfrA23_1_AJ746361"	11
"513"	"sp585"	3.12168339033746	1.83525569151198	0.625405915914874	2.93450324790624	0.00334082056881696	0.00717203681746027	"Betalactam"	"blaCMY-98_1"	"blaCMY-98_1_KC603538"	10
"399"	"sp2970"	23.1954590945573	1.8314782540079	0.568334150474712	3.22253774910081	0.00127060421971895	0.00309709778556494	"Tetracycline"	"tet(W)_1_clust"	"tet(O/W)_1_AM889118"	32
"188"	"sp2166"	4.51622686059989	1.83084832005694	0.603768419623914	3.0323684720002	0.00242642814837395	0.00544637109563074	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-233_1_MH270416"	12
"135"	"sp199"	9.51664189339196	1.82811891418102	0.648559322028678	2.81873816640659	0.00482128286173223	0.0100955721668487	"Aminoglycoside"	"aph(3')-Ia_2_clust"	"aph(3')-Ia_1_V00359"	17
"189"	"sp2167"	4.73904951941387	1.82168768411044	0.694663482197649	2.6224031215047	0.00873120871995241	0.0172715460048062	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-234_1_MH243353"	9
"402"	"sp2974"	30.7550207615724	1.82003918970273	0.609610025022537	2.98557949344	0.00283041561248484	0.0061898808721631	"Tetracycline"	"tet(W)_1_clust"	"tet(O/W)_5_AM889122"	30
"405"	"sp2979"	19.5841579162065	1.81573147317901	0.660988782787562	2.74699286956368	0.0060144442057817	0.0123998232965015	"Tetracycline"	"tet(O/W/O)-1_1_clust"	"tet(O/W/O)-1_1_AY196921"	27
"305"	"sp2777"	2.34795538471592	1.80232051314616	0.593227289304324	3.03816184056491	0.00238026083524366	0.00536849190792305	"Quinolone"	"qnrS1_1_clust"	"qnrS12_1_MKQI01000097"	7
"400"	"sp2972"	22.4577329603888	1.79776747180049	0.608474687597494	2.95454767214525	0.00313127771822269	0.00675317037847105	"Tetracycline"	"tet(W)_1_clust"	"tet(O/W)_3_AM889120"	29
"63"	"sp1432"	1.5411673427526	1.79766759594768	0.673366946549507	2.66967008873744	0.00759258072320183	0.0153491480710949	"Betalactam"	"blaSMB-1_1"	"blaSMB-1_1_AB636283"	2
"395"	"sp2964"	23.0103701273017	1.74288168742347	0.72624282183829	2.39986081103264	0.0164013070336493	0.0295223526605687	"Tetracycline"	"tet(W)_1_clust"	"tet(W)_2_AY049983"	26
"407"	"sp2982"	13.6781484265142	1.72636629320954	0.637311134090855	2.7088280760578	0.00675213184212596	0.013739120443978	"Tetracycline"	"tet(O/W/O)-1_1_clust"	"tet(O/W/32/O)_5_JQ740053"	27
"4"	"sp103"	10.8603322844695	1.71612193791417	0.605535085932417	2.83405863307102	0.00459608983312492	0.00966728108720207	"Aminoglycoside"	"aac(3)-Ia_1"	"aac(3)-Ia_1_X15852"	21
"391"	"sp2949"	13.2397182815841	1.7073754797929	0.727724660168912	2.34618334824135	0.0189667747840984	0.0336229189354471	"Tetracycline"	"tet(S)_3_clust"	"tet(S/M)_2_AY534326"	21
"296"	"sp2748"	1.47436454051292	1.70490359882623	0.652198013803609	2.61408891585434	0.00894657501136192	0.0175188163402401	"Quinolone"	"qnrB1_1_clust"	"qnrB74_1_KJ415247"	4
"409"	"sp2988"	85.7290373052669	1.70240898378424	0.705793346675913	2.41205020109938	0.0158630971890494	0.0287192629960352	"Tetracycline"	"tet(O/32/O)_4_clust"	"tet(O/32/O)_5_FP929050"	30
"462"	"sp459"	1.5642143371539	1.69948403383238	0.665753053354911	2.55272435517677	0.010688404718366	0.0203754517645428	"Betalactam"	"blaPLA1a_1_clust"	"blaPLA-6A_1_DQ251478"	2
"463"	"sp464"	1.5642143371539	1.69948403383238	0.665753053354911	2.55272435517677	0.010688404718366	0.0203754517645428	"Betalactam"	"blaPLA1a_1_clust"	"blaPLA1a_1_AY302757"	2
"277"	"sp2638"	2.45063857693004	1.69547937212395	0.66998562083043	2.53062053782952	0.011386095491504	0.0216174145639914	"Phenicol"	"cat(pC221)_1"	"cat(pC221)_1_X02529"	7
"180"	"sp2152"	6.88186706461326	1.69405958301875	0.646319012952319	2.62108888810257	0.00876494054731085	0.0172715460048062	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-214_1_KP050491"	16
"175"	"sp2135"	4.77399067232811	1.68881418813571	0.658347311409848	2.56523290802103	0.0103106568656207	0.0198167860908027	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-36_1_KY305958"	12
"34"	"sp1341"	4.41536008389786	1.6881642429098	0.618377887288199	2.72998805036995	0.00633366212989562	0.0129439033921011	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-106_1_AY101578"	12
"429"	"sp3063"	2.18151356135927	1.67989490715487	0.687461373142975	2.44362079497592	0.014540700982109	0.0266342389809276	"Trimethoprim"	"dfrA12_1_clust"	"dfrA12_10_FM877486"	4
"207"	"sp2304"	1.61608465881132	1.65853457536194	0.644697056186058	2.57257972476811	0.0100943703885782	0.0194810941932148	"Polymyxin"	"mcr-3.1_1_clust"	"mcr-3.18_1_MH332768"	3
"126"	"sp1879"	1.96377797175829	1.65071674007732	0.698056843436955	2.36473111838549	0.0180431653392672	0.0321072295770991	"Betalactam"	"blaVIM-48_1_clust"	"blaVIM-44_1_KP681696"	3
"397"	"sp2966"	67.5975288924079	1.64603616930904	0.619783626681696	2.65582390119254	0.00791149161347372	0.0158229832269474	"Tetracycline"	"tet(W)_1_clust"	"tet(W)_4_FN396364"	31
"40"	"sp1376"	5.81765179556088	1.64435675590664	0.600954809861951	2.73624027784114	0.00621456305094891	0.0127562083677372	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-148_1_AM087454"	17
"202"	"sp2291"	1.5867748243463	1.64424660934819	0.657042902264068	2.5024950481656	0.012332135063384	0.0232251074835562	"Polymyxin"	"mcr-3.1_1_clust"	"mcr-3.5_1_MF489760"	2
"404"	"sp2978"	15.5631351989386	1.64092599774975	0.661444316188898	2.48082258413591	0.0131079597231224	0.0243433537715131	"Tetracycline"	"tet(W)_1_clust"	"tet(O/W/O)-2_1_AY196920"	27
"201"	"sp2290"	1.68663243688645	1.6277936836064	0.631676969817067	2.57694005225141	0.00996792363370089	0.0192768109940992	"Polymyxin"	"mcr-3.1_1_clust"	"mcr-3.4_1_FLXA01000011"	5
"183"	"sp2155"	5.02002649175463	1.62624766505095	0.67652638869993	2.40382000201957	0.0162247598659129	0.0293173267075182	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-217_1_HG934763"	12
"294"	"sp2716"	2.00230327208052	1.61730042924997	0.654569792846632	2.47078378337099	0.0134817303920705	0.0249879200930257	"Quinolone"	"qnrB1_1_clust"	"qnrB41_1_JN166690"	5
"408"	"sp2987"	60.9504552107338	1.6131016481106	0.676536999112189	2.3843509670978	0.0171092764382193	0.030678702578876	"Tetracycline"	"tet(O/32/O)_4_clust"	"tet(O/32/O)_3_NZ_AUJS01000017"	30
"100"	"sp1645"	22.6358725542812	1.59328693750858	0.686884891966393	2.31958361021359	0.0203634133249776	0.0357601404731314	"Betalactam"	"blaBKC-1_1"	"blaBKC-1_1_KP689347"	24
"364"	"sp2861"	79.6533358171974	1.57983544520603	0.680297085437461	2.32227284082825	0.0202182489864168	0.0356389473658873	"Tetracycline"	"tet(O/32/O)_4_clust"	"tet(O/32/O)_4_AIOQ01000025"	31
"287"	"sp2661"	5.48650685330014	1.57855749924863	0.704143757597258	2.24181139464351	0.0249735644867521	0.0428118248344323	"Phenicol"	"cfr(C)_2_clust"	"cfr(C)_2_CANB01000378"	13
"177"	"sp2145"	4.07162321548038	1.57231544674702	0.613451633059896	2.5630634299632	0.0103753091678745	0.0199001831580543	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-128_1_AY368237"	13
"295"	"sp2740"	1.49156973035536	1.56883068763172	0.640332782690361	2.450024003207	0.0142846691782969	0.0262680753455518	"Quinolone"	"qnrB1_1_clust"	"qnrB66_1_KC580655"	5
"403"	"sp2975"	17.7046814792568	1.56768188174093	0.686865715815203	2.28237025905469	0.0224674896837792	0.0387751853067999	"Tetracycline"	"tet(W)_1_clust"	"tet(O/W)-2_1_AY485122"	28
"411"	"sp2992"	26.8762183465206	1.5557271829968	0.593411463225954	2.62166688614242	0.00875009101763708	0.0172715460048062	"Tetracycline"	"tet(O/W/32/O/W/O)_1_clust"	"tet(W/32/O)_3_AM710603"	31
"37"	"sp1370"	7.67099778532675	1.55085085174083	0.694848288930407	2.23192728031048	0.0256197695330039	0.0437593143848387	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-141_1_AY956335"	15
"33"	"sp1339"	6.12197033169006	1.52660480872197	0.619965997979599	2.46240086342962	0.0138010320407947	0.0255291817987823	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-104_1_AF516719"	17
"412"	"sp2993"	23.6868363417869	1.52648178462387	0.641385540927388	2.37997536149118	0.0173137956506733	0.0309860664034994	"Tetracycline"	"tet(O/W/32/O/W/O)_1_clust"	"tet(W/32/O)_4_AM710605"	27
"181"	"sp2153"	4.59219942958687	1.5021725246612	0.651913866938997	2.30424999504077	0.0212086142066079	0.0370359382413899	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-215_1_KP050492"	12
"185"	"sp2157"	3.68369589878524	1.49883113473791	0.678651830478493	2.20854209393517	0.0272065068526951	0.0460361567521511	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-220_1_KM998962"	8
"200"	"sp2287"	1.83465646718268	1.49866078655995	0.624104705199221	2.40129704851618	0.0163370686073509	0.0294633838467832	"Polymyxin"	"mcr-3.1_1_clust"	"mcr-3.1_1_KY924928"	7
"454"	"sp381"	12.5077957029393	1.48505071922976	0.668570619895502	2.22123239495907	0.0263352251195378	0.0447364259743872	"Betalactam"	"blaOXA-464_1_clust"	"blaOXA-491_1_KU721148"	22
"396"	"sp2965"	134.69849871918	1.47571674169586	0.669729908791061	2.2034505586882	0.0275630080549125	0.0464846406115281	"Tetracycline"	"tet(W)_1_clust"	"tet(W)_3_AJ427421"	33
"406"	"sp2981"	17.7944164643467	1.47481056653194	0.646304954305196	2.281911281521	0.0224945786555474	0.0387751853067999	"Tetracycline"	"tet(O/W/O)-1_1_clust"	"tet(O/W/32/O)_2_FM164392"	27
"45"	"sp1396"	5.37485324602394	1.47041363069949	0.631413165377883	2.3287661888068	0.0198714555118886	0.0350937403002411	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-176_1_GU550123"	16
"303"	"sp2768"	2.26799371488217	1.44798865177533	0.627171514667206	2.30876023210919	0.0209568899205441	0.0367334250292683	"Quinolone"	"qnrS1_1_clust"	"qnrS3_1_EU077611"	6
"47"	"sp1412"	7.18412722937794	1.436182067548	0.601084077373444	2.38931976675157	0.0168796036775009	0.0303249693707117	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-198_1_AB700703"	21
"410"	"sp2990"	19.3837819139475	1.42613304091214	0.626635762439322	2.2758564486658	0.0228546028617641	0.0393233608062706	"Tetracycline"	"tet(O/W/32/O/W/O)_1_clust"	"tet(W/32/O)_1_AM710601"	30
"176"	"sp2136"	5.71207732660861	1.4248856189406	0.648098416360626	2.19856364862299	0.0279089641353768	0.0468990851538828	"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-35_1_KP860986"	15
"221"	"sp239"	946.152369530162	-1.10265066491291	0.49940064268325	-2.20794802943871	0.0272478961973202	0.0460361567521511	"Aminoglycoside"	"aph(3'')-Ib_1_clust"	"aph(3'')-Ib_5_AF321551"	33
"283"	"sp2648"	145.784605344362	-1.1418343652418	0.517083686264419	-2.20821966651236	0.0272289641065471	0.0460361567521511	"Phenicol"	"floR_1_clust"	"floR_2_AF118107"	32
"116"	"sp176"	86.7717106008319	-1.17196911939824	0.449275335752155	-2.60857658129884	0.00909196651943694	0.017729334712902	"Aminoglycoside"	"aadA2_1_clust"	"aadA12_1_AY665771"	32
"464"	"sp47"	544.475409924402	-1.17533811372411	0.506448590200905	-2.32074515847277	0.0203006019235162	0.0357168484970135	"Aminoglycoside"	"aph(3'')-Ib_1_clust"	"aph(3'')-Ib_1_M28829"	33
"102"	"sp165"	171.955927422667	-1.18396667419896	0.450616695362162	-2.62743632533944	0.00860309413055197	0.0170965947053007	"Aminoglycoside"	"aadA2_1_clust"	"aadA2_2_JQ364967"	32
"109"	"sp172"	98.0586750488351	-1.21502811810157	0.402925819234169	-3.01551317910315	0.00256544789683327	0.00573092895330774	"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA8b_2_AM040708"	33
"120"	"sp182"	74.5576901517919	-1.24547354251222	0.484411723777426	-2.57110528374513	0.0101374502851758	0.0195239783270052	"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA21_1_AY171244"	32
"98"	"sp161"	257.730697395971	-1.2627232083095	0.488531244808062	-2.58473377440906	0.00974542138134038	0.0188855370868211	"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA1_3_JQ414041"	33
"97"	"sp160"	116.077864608629	-1.3077887349291	0.524833773135478	-2.4918151267516	0.0127092170063329	0.0237916542358551	"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA1_2_FJ591054"	32
"458"	"sp42"	731.554280499712	-1.35389147636956	0.557144141137271	-2.43005602393292	0.0150964890986381	0.0273845665790032	"Aminoglycoside"	"aph(6)-Id_1_clust"	"aph(6)-Id_3_AB109805"	33
"122"	"sp184"	63.4117442948017	-1.41053102889478	0.541065105142507	-2.60695250070372	0.00913520316796682	0.0177766115700976	"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA23_1_AJ809407"	30
"119"	"sp181"	121.155352842966	-1.41112724455994	0.420803129235997	-3.3534143320701	0.00079821119166592	0.00209866762752613	"Aminoglycoside"	"aadA2_1_clust"	"aadA17_1_FJ460181"	33
"261"	"sp255"	165.886695731603	-1.41409481797067	0.451283371673867	-3.13349639435109	0.00172737040785686	0.00400202648949015	"Aminoglycoside"	"aadA2_1_clust"	"aadA2b_1_D43625"	32
"340"	"sp2827"	25.037347761933	-1.41730030867342	0.643618052442145	-2.20208290195654	0.0276594530120272	0.046563395718089	"Sulphonamide"	"sul2_7_clust"	"sul2_5_AY524415"	27
"449"	"sp35"	403.08593872804	-1.43646934207061	0.448789926926224	-3.2007611042187	0.00137065121279193	0.00328956291070064	"Aminoglycoside"	"aadA2_1_clust"	"aadA2_1_NC_010870"	33
"561"	"sp995"	21.9924109806862	-1.44793432479278	0.662243131467734	-2.1864089727646	0.0287856977406636	0.048113237652252	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-147_1_FJ848783"	25
"379"	"sp2901"	246.48576176	-1.49112101127173	0.558877217361932	-2.66806548012508	0.007628938816538	0.0153894110609473	"Tetracycline"	"tet(G)_1_clust"	"tet(G)_2_AF133140"	33
