"Class"	"Cluster_name"	"Gene"
"Betalactam"	"blaOXA-153_1"	"blaOXA-153_1_KP771981"
"Betalactam"	"mecA_1_clust"	"mecA_1_NC_002745"
"Betalactam"	"mecC2_1_clust"	"mecC2_1_KF955540"
"Betalactam"	"mecA1_1_clust"	"mecA1_1_AB547235"
"Betalactam"	"mecB_1"	"mecB_1_NC_011996"
"Betalactam"	"mecD_1"	"mecD_1_KY013611"
"Betalactam"	"blaOXA-551_1_clust"	"blaOXA-548_1_KY682750"
"Betalactam"	"blaOXA-305_1"	"blaOXA-305_1_APPF01000021"
"Betalactam"	"blaOXA-271_1"	"blaOXA-271_1_APQO01000006"
"Betalactam"	"blaIMP-53_1_clust"	"blaIMP-53_1_HM106457"
"Betalactam"	"blaCTX-M-151_1"	"blaCTX-M-151_1_AB916359"
"Betalactam"	"blaCARB-1_1"	"blaCARB-1_1_AF313471"
"Betalactam"	"blaCARB-50_1_clust"	"blaCARB-2_1_M69058"
"Betalactam"	"blaCARB-4_1"	"blaCARB-4_1_FJ785525"
"Betalactam"	"blaCARB-5_1_clust"	"blaCARB-5_1_AF135373"
"Betalactam"	"blaCARB-7_1_clust"	"blaCARB-7_1_AF409092"
"Betalactam"	"blaCARB-23_1_clust"	"blaCARB-17_1_KJ934265"
"Betalactam"	"blaCARB-42_1"	"blaCARB-42_1_NG_048745"
"Betalactam"	"blaFRI-5_1"	"blaFRI-5_1_MH208723"
"Betalactam"	"blaLAP-1_1_clust"	"blaLAP-1_1_EF026092"
"Betalactam"	"blaVMB-1_1"	"blaVMB-1_1_MN719868"
"Betalactam"	"blaLMB-1_1"	"blaLMB-1_1_MH475146"
"Betalactam"	"blaPAU-1_1"	"blaPAU-1_1_MH053445"
"Betalactam"	"blaKLUC-3_1_clust"	"blaKLUC-3_1_JX185316"
"Polymyxin"	"mcr-1.11_1_clust"	"mcr-1.1_1_KP347127"
"Polymyxin"	"mcr-2.1_1_clust"	"mcr-2.1_1_LT598652"
"Polymyxin"	"mcr-3.1_1_clust"	"mcr-3.1_1_KY924928"
"Polymyxin"	"mcr-3.17_1"	"mcr-3.17_1_MH332767"
"Polymyxin"	"mcr-4.1_1_clust"	"mcr-4.1_1_MF543359"
"Polymyxin"	"mcr-5.1_1_clust"	"mcr-5.1_1_KY807921"
"Polymyxin"	"mcr-6.1_1"	"mcr-6.1_1_MF176240"
"Polymyxin"	"mcr-7.1_1"	"mcr-7.1_1_MG267386"
"Polymyxin"	"mcr-8_1"	"mcr-8_1_MG736312"
"Polymyxin"	"mcr-9_1"	"mcr-9_1_NZ_NAAN01000063.1"
"Polymyxin"	"mcr-10_1"	"mcr-10_1_MN179494"
"Fosfomycin"	"fosB1_1"	"fosB1_1_CP001903"
"Fosfomycin"	"fosX_1"	"fosX_1_AP010904"
"Fosfomycin"	"fos_1"	"fos_1_ACCV01000052"
"Fosfomycin"	"fosB3_1_clust"	"fosB3_1_HQ219726"
"Fosfomycin"	"fosB2_1"	"fosB2_1_AE016879"
"Fosfomycin"	"fosA5_1_clust"	"fosA5_1_EU195449"
"Fosfomycin"	"fosA4_1"	"fosA4_1_AB908992"
"Fosfomycin"	"fosA3_1"	"fosA3_1_AB522970"
"Fosfomycin"	"fosA2_1_clust"	"fosA2_1_EU487198"
"Fosfomycin"	"fosX_2"	"fosX_2_AL591981"
"Fosfomycin"	"fosK_1"	"fosK_1_AB917040"
"Fosfomycin"	"fosX_3"	"fosX_3_CP003505"
"Fosfomycin"	"fosX_4"	"fosX_4_DQ342344"
"Fosfomycin"	"fosG_1"	"fosG_1_DQ112222"
"Fosfomycin"	"fosF_1"	"fosF_1_AY294333"
"Fosfomycin"	"fosE_1_clust"	"fosE_1_AB901041"
"Fosfomycin"	"fosD_1"	"fosD_1_KC989517"
"Fosfomycin"	"fosC2_1"	"fosC2_1_AB522969"
"Fosfomycin"	"fosC_1"	"fosC_1_Z33413"
"Fosfomycin"	"fosB_3_clust"	"fosB_3_ACHE01000077"
"Fosfomycin"	"fosB_5"	"fosB_5_AJ605334"
"Fosfomycin"	"fosA_4"	"fosA_4_ACWU01000146"
"Fosfomycin"	"fomB_1"	"fomB_1_AB016934"
"Fosfomycin"	"fomA_1"	"fomA_1_AB016934"
"Fosfomycin"	"fos_2"	"fos_2_FN543093"
"Fosfomycin"	"fosA7_1"	"fosA7_1_LAPJ01000014"
"Fosfomycin"	"fosA_2"	"fosA_2_AGDM01000012"
"Fusidic_acid"	"fusB_1_clust"	"fusB_1_AY373761"
"Fusidic_acid"	"fusC_1"	"fusC_1_KF527883"
"Glycopeptide"	"VanHAX_1_clust"	"VanHAX_1_FJ866609"
"Glycopeptide"	"VanHAX_PA"	"VanHAX_PA_1_DQ018711"
"Glycopeptide"	"dldHA2X_1"	"dldHA2X_1_AL939117"
"Glycopeptide"	"VanHBX_1_clust"	"VanHBX_1_AF192329"
"Glycopeptide"	"VanC1XY_1_clust"	"VanC1XY_1_AF162694"
"Glycopeptide"	"VanC3XY_1_clust"	"VanXY_C2_1_AY033089"
"Glycopeptide"	"VanHDX_6"	"VanHDX_6_DQ172830"
"Glycopeptide"	"VanHDX_7_clust"	"VanHDX_7_AB242319"
"Glycopeptide"	"VanHDX_3_clust"	"VanHDX_3_AF175293"
"Glycopeptide"	"VanHFX_1"	"VanHFX_1_AF155139"
"Glycopeptide"	"VanE_1_clust"	"VanE_1_AF136925"
"Tetracycline"	"VanGXY_1"	"VanGXY_1_AY271782"
"Glycopeptide"	"VanG2XY_1"	"VanG2XY_1_FJ872410"
"Glycopeptide"	"VanLXY_1"	"VanLXY_1_EU250284"
"Glycopeptide"	"VanHMX_1"	"VanHMX_1_FJ349556"
"Glycopeptide"	"VanNXY_1"	"VanNXY_1_JF802084"
"Glycopeptide"	"VanHOX_1"	"VanHOX_1_KF478993"
"Glycopeptide"	"vanXmurFvanWI_1"	"vanXmurFvanWI_1_CP001336"
"Glycopeptide"	"vanXmurFvanKWI_1"	"vanXmurFvanKWI_1_NZAGAF01000127"
"Glycopeptide"	"vanXmurFvanKWI_2"	"vanXmurFvanKWI_2_AP008230"
"Macrolide"	"ere(A)_5_clust"	"ere(A)_6_DQ157752"
"Macrolide"	"ere(D)_1"	"ere(D)_1_KP265721"
"Macrolide"	"erm(A)_1"	"erm(A)_1_X03216"
"Macrolide"	"erm(A)_2"	"erm(A)_2_AF002716"
"Macrolide"	"erm(A)_3"	"erm(A)_3_EU348758"
"Macrolide"	"erm(B)_18_clust"	"erm(B)_1_JN899585"
"Macrolide"	"erm(C)_1_clust"	"erm(C)_1_V01278"
"Macrolide"	"erm(D)_1_clust"	"erm(D)_1_M29832"
"Macrolide"	"erm(E)_1"	"erm(E)_1_X51891"
"Macrolide"	"erm(E)_2"	"erm(E)_2_M11200"
"Macrolide"	"erm(F)_3_clust"	"erm(F)_3_M17808"
"Macrolide"	"erm(G)_1_clust"	"erm(G)_1_M15332"
"Macrolide"	"erm(H)_1"	"erm(H)_1_M16503"
"Macrolide"	"erm(N)_1"	"erm(N)_1_X97721"
"Macrolide"	"erm(O)_1"	"erm(O)_1_M74717"
"Macrolide"	"erm(O)_2"	"erm(O)_2_AJ223970"
"Macrolide"	"erm(Q)_1"	"erm(Q)_1_L22689"
"Macrolide"	"erm(S)_1"	"erm(S)_1_M19269"
"Macrolide"	"erm(T)_1_clust"	"erm(T)_1_M64090"
"Macrolide"	"erm(T)_4"	"erm(T)_4_AJ488494"
"Macrolide"	"erm(V)_1"	"erm(V)_1_U59450"
"Macrolide"	"erm(X)_1_clust"	"erm(X)_1_M36726"
"Macrolide"	"erm(Y)_1"	"erm(Y)_1_AB014481"
"Macrolide"	"erm(Z)_1"	"erm(Z)_1_AM709783"
"Macrolide"	"erm(30)_1"	"erm(30)_1_AF079138"
"Macrolide"	"erm(31)_1"	"erm(31)_1_AF079138"
"Macrolide"	"erm(32)_1"	"erm(32)_1_AJ009971"
"Macrolide"	"erm(34)_1"	"erm(34)_1_AY234334"
"Macrolide"	"erm(35)_1"	"erm(35)_1_AF319779"
"Macrolide"	"erm(36)_1"	"erm(36)_1_AF462611"
"Macrolide"	"erm(38)_1"	"erm(38)_1_AY154657"
"Betalactam"	"erm(39)_1"	"erm(39)_1_AY487229"
"Macrolide"	"erm(40)_1"	"erm(40)_1_AY570506"
"Macrolide"	"erm(41)_1"	"erm(41)_1_EU177504"
"Macrolide"	"erm(42)_1_clust"	"erm(42)_1_FR734406"
"Macrolide"	"mef(A)_3_clust"	"mef(A)_3_AF227520"
"Macrolide"	"mef(A)_4_clust"	"mef(A)_4_HG423652"
"Macrolide"	"mef(B)_1"	"mef(B)_1_FJ196385"
"Macrolide"	"msr(A)_1_clust"	"msr(A)_1_X52085"
"Macrolide"	"msr(C)_1"	"msr(C)_1_AY004350"
"Macrolide"	"msr(C)_2"	"msr(C)_2_AF313494"
"Macrolide"	"msr(D)_2_clust"	"msr(D)_2_AF274302"
"Macrolide"	"msr(E)_1"	"msr(E)_1_FR751518"
"Macrolide"	"car(A)_1"	"car(A)_1_M80346"
"Lincosamide"	"lmr(A)_1"	"lmr(A)_1_X59926"
"Macrolide"	"ole(B)_1"	"ole(B)_1_L36601"
"Macrolide"	"ole(C)_1"	"ole(C)_1_L06249"
"Macrolide"	"srm(B)_1"	"srm(B)_1_X63451"
"Macrolide"	"tlr(C)_1"	"tlr(C)_1_M57437"
"Lincosamide"	"lsa(B)_1"	"lsa(B)_1_AJ579365"
"Lincosamide"	"lsa(C)_1"	"lsa(C)_1_HM990671"
"Lincosamide"	"vga(A)_1_clust"	"vga(A)_1_M90056"
"Streptogramin"	"vga(B)_1"	"vga(B)_1_U82085"
"Macrolide"	"ere(B)_2_clust"	"ere(B)_2_X03988"
"Streptogramin"	"vgb(A)_1"	"vgb(A)_1_M20129"
"Streptogramin"	"vgb(B)_1"	"vgb(B)_1_AF015628"
"Lincosamide"	"lnu(A)_1"	"lnu(A)_1_M14039"
"Lincosamide"	"lnu(B)_1_clust"	"lnu(B)_1_AJ238249"
"Lincosamide"	"lnu(C)_1"	"lnu(C)_1_AY928180"
"Lincosamide"	"lnu(D)_1"	"lnu(D)_1_EF452177"
"Lincosamide"	"lnu(F)_1_clust"	"lnu(F)_1_EU118119"
"Streptogramin"	"vat(A)_1"	"vat(A)_1_L07778"
"Streptogramin"	"vat(B)_1"	"vat(B)_1_U19459"
"Streptogramin"	"vat(C)_1"	"vat(C)_1_AF015628"
"Streptogramin"	"vat(D)_1"	"vat(D)_1_L12033"
"Streptogramin"	"vat(E)_3_clust"	"vat(E)_3_AF153312"
"Streptogramin"	"vat(F)_1"	"vat(F)_1_AF170730"
"Macrolide"	"mph(A)_1"	"mph(A)_1_D16251"
"Macrolide"	"mph(A)_2"	"mph(A)_2_U36578"
"Macrolide"	"mph(B)_1"	"mph(B)_1_D85892"
"Macrolide"	"mph(C)_1"	"mph(C)_1_AB013298"
"Macrolide"	"mph(D)_1"	"mph(D)_1_AB048591"
"Macrolide"	"mph(E)_1_clust"	"mph(E)_1_DQ839391"
"Streptogramin"	"vga(D)_1"	"vga(D)_1_GQ205627"
"Lincosamide"	"vga(C)_1"	"vga(C)_1_FN806792"
"Lincosamide"	"vga(E)_1"	"vga(E)_1_FR772051"
"Lincosamide"	"lsa(A)_1_clust"	"lsa(A)_1_AY225127"
"Macrolide"	"erm(W)_1"	"erm(W)_1_D14532"
"Phenicol"	"cfr_1_clust"	"cfr_1_AM408573"
"Macrolide"	"erm(48)_1"	"erm(48)_1_LT223129"
"Macrolide"	"mph(F)_1"	"mph(F)_1_AM260957"
"Macrolide"	"erm(46)_1"	"erm(46)_1_KM679362"
"Lincosamide"	"lnu(P)_1"	"lnu(P)_1_FJ589781"
"Macrolide"	"erm(43)_1"	"erm(43)_1_HE650138"
"Macrolide"	"mef(C)_1"	"mef(C)_1_AB571865"
"Betalactam"	"erm(47)_1"	"erm(47)_1_KU612222"
"Macrolide"	"mph(G)_1"	"mph(G)_1_AB571865"
"Lincosamide"	"lnu(G)_1"	"lnu(G)_1_KX470419"
"Macrolide"	"erm(44)v_1"	"erm(44)v_1_LN623525"
"Macrolide"	"erm(44)_1"	"erm(44)_1_HG796218"
"Lincosamide"	"sal(A)_1"	"sal(A)_1_KC693025"
"Macrolide"	"erm(45)_1"	"erm(45)_1_LN680996"
"Macrolide"	"erm(33)_1"	"erm(33)_1_AJ579365"
"Macrolide"	"erm(R)_1"	"erm(R)_1_M11276"
"Lincosamide"	"lnu(E)_1"	"lnu(E)_1_KF287643"
"Streptogramin"	"vat(H)_1"	"vat(H)_1_GQ205627"
"Macrolide"	"erm(37)_1"	"erm(37)_1_AL123456"
"Lincosamide"	"vga(A)V_1"	"vga(A)V_1_AF186237"
"Pleuromutilin"	"tva(A)_1"	"tva(A)_1_ENA_SOX29786"
"Macrolide"	"mph(N)_1"	"mph(N)_1_KF648874"
"Macrolide"	"mph(I)_1"	"mph(I)_1_KX531056"
"Macrolide"	"mph(J)_1"	"mph(J)_1_KY753883"
"Macrolide"	"mdf(A)_1"	"mdf(A)_1_Y08743"
"Macrolide"	"mdt(A)_1"	"mdt(A)_1_X92946"
"Macrolide"	"mre(A)_1"	"mre(A)_1_U92073"
"Macrolide"	"cmr_1"	"cmr_1_U43535"
"Macrolide"	"erm(U)_1"	"erm(U)_1_NG_047843"
"Lincosamide"	"lsa(E)_1"	"lsa(E)_1_JX560992"
"Macrolide"	"mph(K)_1"	"mph(K)_1_NC_000964"
"Metronidazole"	"nimA_1"	"nimA_1_X71444"
"Metronidazole"	"nimB_1"	"nimB_1_X71443"
"Metronidazole"	"nimC_1"	"nimC_1_X76948"
"Metronidazole"	"nimD_1"	"nimD_1_X76949"
"Metronidazole"	"nimE_1_clust"	"nimE_1_AJ244018"
"Metronidazole"	"nimF_1"	"nimF_1_AJ515145"
"Metronidazole"	"nimH_1"	"nimH_1_KX576455"
"Metronidazole"	"nimI_1_clust"	"nimI_1_FJ940883"
"Metronidazole"	"nimJ_1"	"nimJ_1_NZ_JH815495"
"Oxazolidinone"	"optrA_1_clust"	"optrA_1_KP399637"
"Phenicol"	"cfr(B)_3_clust"	"cfr(B)_3_KR610408"
"Oxazolidinone"	"poxtA_1"	"poxtA_1_MF095097"
"Phenicol"	"catB3_2_clust"	"catB3_2_U13880"
"Phenicol"	"catB_1"	"catB_1_M93113"
"Phenicol"	"catB1_1"	"catB1_1_M58472"
"Phenicol"	"catB2_1"	"catB2_1_AF047479"
"Phenicol"	"catB7_1"	"catB7_1_AF036933"
"Phenicol"	"catB8_1"	"catB8_1_AF227506"
"Phenicol"	"catB9_1"	"catB9_1_AF462019"
"Phenicol"	"catB10_1"	"catB10_1_AJ878850"
"Phenicol"	"catA3_1"	"catA3_1_X07848"
"Phenicol"	"cat_1"	"cat_1_M11587"
"Phenicol"	"cat_5_clust"	"cat_5_U35036"
"Phenicol"	"cat86_1"	"cat86_1_K00544"
"Phenicol"	"cat_2"	"cat_2_M35190"
"Phenicol"	"cat_3"	"cat_3_S48276"
"Phenicol"	"cat(pC221)_1"	"cat(pC221)_1_X02529"
"Phenicol"	"cat(pC194)_1"	"cat(pC194)_1_NC_002013"
"Phenicol"	"catS_1"	"catS_1_X74948"
"Phenicol"	"catP_1"	"catP_1_U15027"
"Phenicol"	"cmlA1_1_clust"	"cmlA1_1_M64556"
"Phenicol"	"cmlV_1"	"cmlV_1_U09991"
"Phenicol"	"floR_1_clust"	"floR_1_AF071555"
"Phenicol"	"fexA_1"	"fexA_1_AJ549214"
"Phenicol"	"fexA_2"	"fexA_2_AM408573"
"Phenicol"	"pexA_1"	"pexA_1_HM537013"
"Phenicol"	"catA1_1"	"catA1_1_V00622"
"Phenicol"	"catA2_1"	"catA2_1_X53796"
"Phenicol"	"cat_4"	"cat_4_AY238971"
"Phenicol"	"catQ_1"	"catQ_1_M55620"
"Macrolide"	"cmrA_1"	"cmrA_1_Z12001"
"Phenicol"	"cmx_1"	"cmx_1_U85507"
"Phenicol"	"cfr(C)_2_clust"	"cfr(C)_1_KX686749"
"Phenicol"	"cmlB1_1"	"cmlB1_1_AM296481"
"Phenicol"	"fexB_1"	"fexB_1_JN201336"
"Phenicol"	"EstDL136_1"	"EstDL136_1_JN242251"
"Quinolone"	"qnrA1_1_clust"	"qnrA1_1_AY070235"
"Quinolone"	"qnrB1_1_clust"	"qnrB1_1_DQ351241"
"Quinolone"	"qnrB4_1_clust"	"qnrB4_1_DQ303921"
"Quinolone"	"qnrB8_1_clust"	"qnrB8_1_EU043312"
"Quinolone"	"qnrB53_1"	"qnrB53_1_HQ704413"
"Quinolone"	"qnrVC1_1_clust"	"qnrVC1_1_EU436855"
"Quinolone"	"qnrVC4_1_clust"	"qnrVC4_1_GQ891757"
"Quinolone"	"qnrC_1"	"qnrC_1_EU917444"
"Quinolone"	"qnrD1_1_clust"	"qnrD1_1_FJ228229"
"Quinolone"	"qnrS1_1_clust"	"qnrS1_1_AB187515"
"Quinolone"	"qnrS2_1_clust"	"qnrS2_1_DQ485530"
"Quinolone"	"qepA_1_clust"	"qepA_1_FJ167861"
"Quinolone"	"qepA1_1"	"qepA1_1_AB263754"
"Quinolone"	"oqxA_1"	"oqxA_1_EU370913"
"Quinolone"	"oqxB_1"	"oqxB_1_EU370913"
"Quinolone"	"qnrE1_1"	"qnrE1_1_KY073238"
"Quinolone"	"crpP_1"	"crpP_1_HM560971"
"Rifampcin"	"ARR-4_1"	"ARR-4_1_EF660562"
"Rifampcin"	"ARR-5_1"	"ARR-5_1_EF660563"
"Rifampcin"	"ARR-6_1_clust"	"ARR-6_1_FM955585"
"Rifampcin"	"ARR-7_1"	"ARR-7_1_FN397623"
"Sulphonamide"	"sul1_11_clust"	"sul1_2_U12338"
"Sulphonamide"	"sul2_7_clust"	"sul2_1_AF542061"
"Sulphonamide"	"sul3_2"	"sul3_2_AJ459418"
"Sulphonamide"	"sul4_1"	"sul4_1_MG649393"
"Tetracycline"	"tet_1"	"tet_1_M74049"
"Tetracycline"	"tet(47)_1"	"tet(47)_1_KR857681"
"Tetracycline"	"tet(48)_1"	"tet(48)_1_KR857682"
"Tetracycline"	"tet(49)_1"	"tet(49)_1_KR857683"
"Tetracycline"	"tet(50)_1"	"tet(50)_1_KR857684"
"Tetracycline"	"tet(51)_1"	"tet(51)_1_KR857685"
"Tetracycline"	"tet(52)_1"	"tet(52)_1_KR857686"
"Tetracycline"	"tet(53)_1"	"tet(53)_1_KR857687"
"Tetracycline"	"tet(54)_1"	"tet(54)_1_KR857688"
"Tetracycline"	"tet(55)_1"	"tet(55)_1_KR857689"
"Tetracycline"	"tet(O/32/O)_4_clust"	"tet(O/32/O)_4_AIOQ01000025"
"Oxazolidinone"	"otr(B)_1"	"otr(B)_1_AF079900"
"Tetracycline"	"tet(39)_1"	"tet(39)_1_KT346360"
"Tetracycline"	"tet(33)_1_clust"	"tet(33)_1_AY255627"
"Tetracycline"	"tet(32)_1_clust"	"tet(32)_1_EU722333"
"Tetracycline"	"tet(31)_1_clust"	"tet(31)_1_GQ283908"
"Tetracycline"	"tet(44)_1_clust"	"tet(44)_1_NZ_ABDU01000081"
"Tetracycline"	"tet(40)_1_clust"	"tet(40)_1_FJ158002"
"Tetracycline"	"tet(37)_1"	"tet(37)_1_AF540889"
"Tetracycline"	"tet(34)_1"	"tet(34)_1_AB061440"
"Tetracycline"	"otr(A)_1"	"otr(A)_1_X53401"
"Tetracycline"	"tet(36)_1"	"tet(36)_1_AJ514254"
"Tetracycline"	"tet(T)_1_clust"	"tet(T)_1_L42544"
"Tetracycline"	"tet(41)_1"	"tet(41)_1_AY264780"
"Tetracycline"	"tet(42)_1"	"tet(42)_1_EU523697"
"Tetracycline"	"tet(43)_1"	"tet(43)_1_GQ244501"
"Tetracycline"	"tet(45)_1"	"tet(45)_1_JF837331"
"Tetracycline"	"tetA(46)_1"	"tetA(46)_1_HQ652506"
"Tetracycline"	"tetB(46)_1"	"tetB(46)_1_HQ652506"
"Tetracycline"	"tet(57)_1"	"tet(57)_1_KP137702"
"Tetracycline"	"tet(59)_1"	"tet(59)_1_KU736878"
"Tetracycline"	"tetA(60)_1"	"tetA(60)_1_KX000272"
"Tetracycline"	"tetB(60)_1"	"tetB(60)_1_KX000273"
"Tetracycline"	"otr(C)_1"	"otr(C)_1_AY509111"
"Tetracycline"	"tcr3_1"	"tcr3_1_D38215"
"Tetracycline"	"tet(30)_1"	"tet(30)_1_AF090987"
"Tetracycline"	"tet(35)_1"	"tet(35)_1_AF353562"
"Tetracycline"	"tet(A)_6_clust"	"tet(A)_1_AJ313332"
"Tetracycline"	"tet(G)_1_clust"	"tet(G)_1_AF133139"
"Tetracycline"	"tet(E)_2_clust"	"tet(E)_1_Y19116"
"Tetracycline"	"tet(D)_1_clust"	"tet(D)_1_AF467077"
"Tetracycline"	"tet(C)_1_clust"	"tet(C)_1_NC_003123"
"Tetracycline"	"tet(B)_1_clust"	"tet(B)_1_AP000342"
"Tetracycline"	"tet(H)_1_clust"	"tet(H)_1_Y16103"
"Tetracycline"	"tet(S/M)_1_clust"	"tet(M)_1_X92947"
"Tetracycline"	"tet(L)_1"	"tet(L)_1_HM235948"
"Tetracycline"	"tet(L)_2_clust"	"tet(L)_2_M29725"
"Tetracycline"	"tet(L)_5_clust"	"tet(L)_5_X08034"
"Tetracycline"	"tet(K)_1_clust"	"tet(K)_1_U38656"
"Tetracycline"	"tet(J)_1_clust"	"tet(J)_1_ACLE01000065"
"Tetracycline"	"tet(S)_3_clust"	"tet(S)_1_DQ377340"
"Tetracycline"	"tet(Q)_3_clust"	"tet(Q)_1_L33696"
"Tetracycline"	"tetA(P)_1_clust"	"tetA(P)_1_AB054980"
"Tetracycline"	"tet(Z)_1"	"tet(Z)_1_AF121000"
"Tetracycline"	"tet(Y)_1_clust"	"tet(Y)_1_EF495198"
"Tetracycline"	"tet(X)_1_clust"	"tet(X)_1_GU014535"
"Tetracycline"	"tet(X)_3_clust"	"tet(X)_3_AB097942"
"Tetracycline"	"tet(W)_1_clust"	"tet(W)_1_DQ060146"
"Tetracycline"	"tet(V)_1"	"tet(V)_1_AF030344"
"Tetracycline"	"tetB(P)_1"	"tetB(P)_1_NC_010937"
"Tetracycline"	"tet(O/W/O)-1_1_clust"	"tet(O/W/O)-1_1_AY196921"
"Tetracycline"	"tet(O/W/32/O/W/O)_1_clust"	"tet(O/W/32/O/W/O)_1_DQ525023"
"Tetracycline"	"tet(O/32/O)_1_clust"	"tet(O/32/O)_1_JQ740052"
"Tetracycline"	"tet(X3)_1"	"tet(X3)_1_MK134375"
"Trimethoprim"	"dfrA19_1_clust"	"dfrA19_1_EU855687"
"Trimethoprim"	"dfrA27_1_clust"	"dfrA27_1_FJ459817"
"Trimethoprim"	"dfrA31_1_clust"	"dfrA31_1_AB200915"
"Trimethoprim"	"dfrA30_1_clust"	"dfrA30_1_AM997279"
"Trimethoprim"	"dfrK_1_clust"	"dfrK_1_FN377602"
"Trimethoprim"	"dfrA23_1"	"dfrA23_1_AJ746361"
"Trimethoprim"	"dfrA7_5_clust"	"dfrA17_1_FJ460238"
"Trimethoprim"	"dfrB2_1_clust"	"dfrB2_1_J01773"
"Trimethoprim"	"dfrA14_5_clust"	"dfrA14_5_DQ388123"
"Trimethoprim"	"dfrA25_1"	"dfrA25_1_DQ267940"
"Trimethoprim"	"dfrA10_1"	"dfrA10_1_L06418"
"Trimethoprim"	"dfrB1_1_clust"	"dfrB1_1_U36276"
"Trimethoprim"	"dfrB4_1_clust"	"dfrB4_1_AJ429132"
"Trimethoprim"	"dfrB3_2_clust"	"dfrB3_2_FM877478"
"Trimethoprim"	"dfrA21_1_clust"	"dfrA21_1_AY552589"
"Trimethoprim"	"dfrA26_1"	"dfrA26_1_AM403715"
"Trimethoprim"	"dfrA15_4_clust"	"dfrA15_4_AJ867237"
"Trimethoprim"	"dfrG_1"	"dfrG_1_AB205645"
"Trimethoprim"	"dfrA20_1"	"dfrA20_1_AJ605332"
"Trimethoprim"	"dfrA3_1"	"dfrA3_1_J03306"
"Trimethoprim"	"dfrA8_1"	"dfrA8_1_U10186"
"Trimethoprim"	"dfrA9_1"	"dfrA9_1_X57730"
"Trimethoprim"	"dfrA16_1_clust"	"dfrA16_1_AF077008"
"Trimethoprim"	"dfrA24_1"	"dfrA24_1_AJ972619"
"Trimethoprim"	"dfrA32_1"	"dfrA32_1_GU067642"
"Trimethoprim"	"dfrB7_1"	"dfrB7_1_DQ993182"
"Trimethoprim"	"dfrA1_1_clust"	"dfrA1_1_FJ591049"
"Trimethoprim"	"dfrA1_7"	"dfrA1_7_AJ400733"
"Trimethoprim"	"dfrA12_1_clust"	"dfrA12_1_FJ763641"
"Trimethoprim"	"dfrA29_1"	"dfrA29_1_AM237806"
"Trimethoprim"	"dfrD_1"	"dfrD_1_Z50141"
"Trimethoprim"	"dfrA34_1"	"dfrA34_1_JYRF01000065"
"Trimethoprim"	"dfrA36_1"	"dfrA36_1_CP038791"
"Trimethoprim"	"dfrA35_1"	"dfrA35_1_CP024557"
